item_id,Title,CurrentPrice,MedianSold,ActiveAvg,SuggestedPrice,SupplyCount,Note,UpdateStatus
336075948324,Brett Favre 1998 Bowman #125 Green Bay Packers HOF QB Legend,1.79,2.75,1.79,1.79,13,Browse BIN | ActiveCache | Active median P1,
336075948325,Ben Roethlisberger 2022 Donruss Premium Press Proof #224 MINT Steelers QB,2.05,2.69,2.18,2.19,9,Browse BIN | ActiveCache | Active median P1,
236214673456,Ronnie Lott 2022 Donruss Premium Press Proof MINT Gold #29 San Francisco 49ers,2.4,,,,0,No solds | No actives | No data,
236214673457,Eric Dickerson 2022 Donruss Premium Press Proof Gold #14 MINT Los Angeles Rams,1.9,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673458,Bo Jackson 1990 Classic Update #T25 Kansas City Royals,1.95,2.95,1.95,1.95,15,Browse BIN | ActiveCache | Active median P1,
236214673459,Kobe Bryant 2012-13 Panini Kobe Anthology #72 Los Angeles Lakers HOF Legend,5.99,5.98,5.98,5.99,1,Browse BIN | ActiveCache | Active median P1,
236214673460,Kobe Bryant 2003-04 SP Authentic #35 Los Angeles Lakers HOF Legend Black Mamba,5.72,,,,0,No solds | No actives | No data,
236214673461,Kobe Bryant 2003-04 Topps #36 Los Angeles Lakers HOF Legend Black Mamba,9.0,9.0,,9.0,0,Browse BIN | No actives | Sold median P1,
236214673462,Carson Palmer 2022 Donruss Premium Press Proof Gold #205 Cincinnati Bengals,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673463,Bo Jackson 2022 Stadium Club #95 Kansas City Royals,2.19,2.7,2.19,2.19,10,Browse BIN | ActiveCache | Active median P1,
236214673464,Bo Jackson 1990 Light Blue Dark Blue Border #NNO Kansas City Royals,2.25,3.7,2.25,2.25,15,Browse BIN | ActiveCache | Active median P1,
236214673465,Austin Ekeler 2022 Donruss Premium Press Proof Gold #295 Los Angeles Chargers,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236214673467,Carson Wentz 2022 Donruss Premium Press Proof MINT Gold#52 Washington Commanders,2.99,2.99,2.99,2.99,3,Browse BIN | ActiveCache | Active median P1,
236214673468,Los Angeles Lakers 1997-98 Collector's Choice #168 Shaq Kobe HOF MVP Legends,2.49,2.3600000000000003,2.4850000000000003,2.49,2,Browse BIN | ActiveCache | Active median P1,
236214673470,Michael Pittman Jr. 2022 Donruss Premium Press Proof #48 Indianapolis Colts,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673471,Dalton Schultz 2022 Donruss Premium Press Proof Gold #152 Dallas Cowboys,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673472,Bo Jackson 1990 Score #697 Bo Knows Raiders Royals Iconic Card NM-MT,13.99,18.99,13.98,13.99,15,Browse BIN | ActiveCache | Active median P1,
236214673473,Kobe Bryant Shaq 1997-98 Upper Deck #343 Los Angeles Lakers HOF Legend,3.95,3.94,3.94,3.95,3,Browse BIN | ActiveCache | Active median P1,
236214673474,Nick Bolton 2022 Donruss Premium Press Proof Gold #277 Kansas City Chiefs,1.85,1.99,1.85,1.85,11,Browse BIN | ActiveCache | Active median P1,
236214673475,DK Metcalf 2022 Donruss Premium Press Proof Gold #30 Seattle Seahawks,1.7,1.99,1.75,1.75,11,Browse BIN | ActiveCache | Active median P1,
236214673476,Juan Thornhill 2022 Donruss Premium Press Proof Gold #279 Kansas City Chiefs,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
236214673477,Nico Collins 2022 Donruss Premium Press Proof Gold #40 MINT Houston Texans,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673478,Younghoe Koo 2022 Donruss Premium Press Proof Gold #233 MINT Atlanta Falcons,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673479,Kirk Cousins 2022 Donruss Premium Press Proof Gold #106 MINT Minnesota Vikings,2.15,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673480,Kobe Bryant 1999-00 Upper Deck MVP #74 Los Angeles Lakers HOF Legend Black Mamba,4.84,,,,0,No solds | No actives | No data,
236214673483,Brandon Aiyuk 2022 Donruss Premium Press Proof MINT Gold #21 San Francisco 49ers,1.85,2.245,1.99,1.99,5,Browse BIN | ActiveCache | Active median P1,
236214673484,Hunter Renfrow 2022 Donruss Premium Press Proof Gold #282 Las Vegas Raiders,1.85,1.92,1.85,1.85,10,Browse BIN | ActiveCache | Active median P1,
236214673485,Justin Fields 2022 Donruss Premium Press Proof Gold #79 MINT Chicago Bears,1.99,19.99,1.99,1.99,12,Browse BIN | ActiveCache | Active median P1,
236214673486,Jamaal Williams 2022 Donruss Premium Press Proof MINT Gold #90 Detroit Lions,1.99,1.99,1.99,1.99,3,Browse BIN | ActiveCache | Active median P1,
236214673487,Matthew Stafford 2022 Donruss Premium Press Proof Gold #17 MINT Los Angeles Rams,2.2,2.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673488,Kadarius Toney 2022 Donruss Premium Press Proof Gold #160 New York Giants,1.7,1.845,1.7,1.7,7,Browse BIN | ActiveCache | Active median P1,
236214673489,Bo Jackson 1990 Bo '90 Black Border STAINED on Back #NNO Los Angeles Raiders,1.75,1.75,1.75,1.75,1,Browse BIN | ActiveCache | Active median P1,
236214673490,Trevor Lawrence 2022 Donruss Premium Press Proof Gold #61 MINT Jaguars QB,2.99,3.99,2.99,2.99,13,Browse BIN | ActiveCache | Active median P1,
236214673491,Tony Pollard 2022 Donruss Premium Press Proof Gold #155 Dallas Cowboys,1.99,1.99,1.99,1.99,4,Browse BIN | ActiveCache | Active median P1,
236214673493,AJ Dillon 2022 Donruss Premium Press Proof Gold #99 Green Bay Packers,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236214673494,Deebo Samuel 2022 Donruss Premium Press Proof Gold #22 San Francisco 49ers,2.0,1.995,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673495,Bo Jackson 2021 Donruss #213 Kansas City Royals,1.99,5.925,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236214673496,Alvin Kamara 2022 Donruss Premium Press Proof Gold #247 MINT New Orleans Saints,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
236214673497,Kobe Bryant 1997-98 Upper Deck #58 Los Angeles Lakers HOF Legend Black Mamba,5.7,5.7,,5.7,0,Browse BIN | No actives | Sold median P1,
236214673498,Russell Wilson 2022 Donruss Premium Press Proof MINT Gold #32 Denver Broncos,1.9,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673499,Jared Goff 2022 Donruss Premium Press Proof MINT Gold #88 Detroit Lions,2.0,2.25,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
236214673501,Davis Mills 2022 Donruss Premium Press Proof Gold #41 Houston Texans,1.75,1.99,1.75,1.75,12,Browse BIN | ActiveCache | Active median P1,
236214673503,Jonathan Taylor 2022 Donruss Premium Press Proof Gold #53 Indianapolis Colts,1.9,1.945,1.9,1.9,7,Browse BIN | ActiveCache | Active median P1,
236214673504,George Kittle 2022 Donruss Premium Press Proof Gold #24 San Francisco 49ers,2.3,2.575,2.3,2.3,4,Browse BIN | ActiveCache | Active median P1,
236214673505,L'Jarius Sneed 2022 Donruss Premium Press Proof Gold #278 Kansas City Chiefs,1.85,1.99,1.85,1.85,10,Browse BIN | ActiveCache | Active median P1,
236214673506,Kyle Pitts 2022 Donruss Premium Press Proof Gold #227 Atlanta Falcons,1.6,1.795,1.5,1.5,10,Browse BIN | ActiveCache | Active median P1,
236214673507,Bo Jackson 1994 SP #24 California Angels,1.99,3.74,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
236214673508,Harrison Smith 2022 Donruss Premium Press Proof MINT Gold #109 Minnesota Vikings,1.6,1.89,1.6,1.6,6,Browse BIN | ActiveCache | Active median P1,
236214673509,Jalen Ramsey 2022 Donruss Premium Press Proof Gold #20 Los Angeles Rams,1.7,1.99,1.7,1.7,11,Browse BIN | ActiveCache | Active median P1,
236214673510,Chase Young 2022 Donruss Premium Press Proof Gold #183 Washington Commanders,1.99,1.99,1.99,1.99,1,Browse BIN | ActiveCache | Active median P1,
236214673511,Terry McLaurin 2022 Donruss Premium Press Proof Gold #177 Washington Commanders,2.99,2.99,2.99,2.99,1,Browse BIN | ActiveCache | Active median P1,
236214673512,Josh Jacobs 2022 Donruss Premium Press Proof Gold #285 Las Vegas Raiders,1.99,1.99,1.99,1.99,6,Browse BIN | ActiveCache | Active median P1,
236214673513,Trevon Diggs 2022 Donruss Premium Press Proof Gold #158 Dallas Cowboys,2.0,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
236214673514,Eli Manning 2022 Donruss Premium Press Proof Gold #167 MINT New York Giants,2.19,2.22,2.18,2.19,10,Browse BIN | ActiveCache | Active median P1,
236214673515,Chris Godwin 2022 Donruss Premium Press Proof Gold #253 Tampa Bay Buccaneers,1.6,1.795,1.6,1.6,10,Browse BIN | ActiveCache | Active median P1,
236214673516,Courtland Sutton 2022 Donruss Premium Press Proof Gold #262 MINT Denver Broncos,1.85,1.99,1.99,1.99,6,Browse BIN | ActiveCache | Active median P1,
236214673517,Shaun Alexander 2022 Donruss Premium Press Proof Gold #37 Seattle Seahawks,1.5,1.55,1.55,1.55,8,Browse BIN | ActiveCache | Active median P1,
236214673518,Nick Chubb 2022 Donruss Premium Press Proof Gold #210 Cleveland Browns,2.2,2.0,1.99,1.99,5,Browse BIN | ActiveCache | Active median P1,
236214673519,Derek Carr 2022 Donruss Premium Press Proof MINT Gold #284 Las Vegas Raiders,2.2,2.345,2.18,2.19,5,Browse BIN | ActiveCache | Active median P1,
236214673520,Tony Gonzalez 2022 Donruss Premium Press Proof Gold #280 MINT Kansas City Chiefs,1.99,2.49,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236214673521,Mark Ingram II 2022 Donruss Premium Press Proof Gold #248 New Orleans Saints,1.89,1.94,1.89,1.89,10,Browse BIN | ActiveCache | Active median P1,
236214673522,Kyler Murray 2022 Donruss Premium Press Proof MINT Gold #5 Arizona Cardinals,1.99,2.4000000000000004,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673523,Zach Ertz 2022 Donruss Premium Press Proof Gold #3 Arizona Cardinals,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214673525,Travis Etienne Jr. 2022 Donruss Premium Press Proof Gold #63 Jaguars,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214673529,A.J. Brown 2022 Donruss Premium Press Proof Gold #68 Philadelphia Eagles,1.85,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140145,Marvin Jones Jr. 2022 Donruss Premium Press Proof G#59 MINT Jacksonville Jaguars,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336079140148,Kobe Bryant 2012-13 Panini Kobe Anthology #111 Los Angeles Lakers HOF Legend,3.74,,,,0,No solds | No actives | No data,
336079140149,Aaron Donald 2022 Donruss Premium Press Proof MINT Gold #18 Los Angeles Rams,1.85,1.99,1.85,1.85,9,Browse BIN | ActiveCache | Active median P1,
336079140150,Trey Lance 2022 Donruss Premium Press Proof Gold #25 San Francisco 49ers,1.9,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079140151,Cam Akers 2022 Donruss Premium Press Proof Gold #15 Los Angeles Rams,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336079140152,Joey Bosa 2022 Donruss Premium Press Proof Gold #296 Los Angeles Chargers,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140153,Rashod Bateman 2022 Donruss Premium Press Proof Gold #186 Baltimore Ravens,1.89,1.94,1.89,1.89,8,Browse BIN | ActiveCache | Active median P1,
336079140154,Reggie Wayne 2022 Donruss Premium Press Proof Gold #51 Indianapolis Colts,1.6,1.99,1.6,1.6,11,Browse BIN | ActiveCache | Active median P1,
336079140155,Mitchell Trubisky 2022 Donruss Premium Press Proof Gold #223 Pittsburgh Steelers,2.15,2.07,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140156,Mike Alstott 2022 Donruss Premium Press Proof Gold #261 MINTTampa Bay Buccaneers,2.0,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336079140157,Clinton Portis 2022 Donruss Premium Press Proof Gold #185 Washington Redskins,1.99,1.99,1.99,1.99,3,Browse BIN | ActiveCache | Active median P1,
336079140158,Mecole Hardman Jr. 2022 Donruss Premium Press Proof Gold #272 Kansas City Chiefs,1.75,1.99,1.75,1.75,10,Browse BIN | ActiveCache | Active median P1,
336079140159,Chuba Hubbard 2022 Donruss Premium Press Proof MINT Gold #238 Carolina Panthers,2.15,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140160,Jake Plummer 2022 Donruss Premium Press Proof Gold #6 Arizona Cardinals,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140161,Fred Warner 2022 Donruss Premium Press Proof Gold #28 San Francisco 49ers,2.35,2.35,2.35,2.35,1,Browse BIN | ActiveCache | Active median P1,
336079140162,T.J. Hockenson 2022 Donruss Premium Press Proof Gold #87 Detroit Lions,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140163,Cooper Kupp 2022 Donruss Premium Press Proof Gold #11 MINT Los Angeles Rams,1.95,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140164,Dallas Goedert 2022 Donruss Premium Press Proof Gold #170 Philadelphia Eagles,1.99,1.99,1.98,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140165,Matt Ryan 2022 Donruss Premium Press Proof MINT Gold #228 Indianapolis Colts,2.15,2.07,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140166,Chase Claypool 2022 Donruss Premium Press Proof Gold #216 Pittsburgh Steelers,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140167,Keenan Allen 2022 Donruss Premium Press Proof Gold #291 Los Angeles Chargers,1.85,1.99,1.85,1.85,7,Browse BIN | ActiveCache | Active median P1,
336079140168,Mac Jones 2022 Donruss Premium Press Proof Gold #134 New England Patriots,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336079140169,Leonard Fournette 2022 Donruss Premium Press Proof Gold#256 Tampa Bay Buccaneers,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336079140170,Bo Jackson 2006 Fleer Greats of the Game #10 Kansas City Royals,178.29,178.28,178.28,178.29,1,Browse BIN | ActiveCache | Active median P1,
336079140171,Eddie George 2022 Donruss Premium Press Proof MINT Gold #75 Tennessee Titans,1.85,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140172,Kareem Hunt 2022 Donruss Premium Press Proof MINT Gold #211 Cleveland Browns,1.99,1.99,1.99,1.99,6,Browse BIN | ActiveCache | Active median P1,
336079140173,Aaron Jones 2022 Donruss Premium Press Proof MINT Gold #98 Green Bay Packers,1.85,2.085,1.99,1.99,6,Browse BIN | ActiveCache | Active median P1,
336079140174,Joe Mixon 2022 Donruss Premium Press Proof Gold #200 Cincinnati Bengals,1.6,1.99,1.69,1.69,10,Browse BIN | ActiveCache | Active median P1,
336079140175,Nick Bosa 2022 Donruss Premium Press Proof Gold #27 San Francisco 49ers,2.0,2.0,2.0,2.0,10,Browse BIN | ActiveCache | Active median P1,
336079140176,Von Miller 2022 Donruss Premium Press Proof Gold #19 Buffalo Bills,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079140177,Robert Woods 2022 Donruss Premium Press Proof Gold #12 Tennessee Titans,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079140178,Bo Jackson 1990 Topps #285 Los Angeles Raiders Football Icon,1.99,24.99,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
336079140179,Zach Wilson 2022 Donruss Premium Press Proof MINT Gold #142 New York Jets,1.95,1.99,1.95,1.95,10,Browse BIN | ActiveCache | Active median P1,
336079140180,T.J. Watt 2022 Donruss Premium Press Proof Gold #221 Pittsburgh Steelers,13.45,9.95,13.47,13.45,2,Browse BIN | ActiveCache | Active median P1,
336079140181,Curtis Martin 2022 Donruss Premium Press Proof Gold #147 New York Jets,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336079140182,Michael Vick 2022 Donruss Premium Press Proof Gold #225 MINT Atlanta Falcons,1.7,1.845,1.7,1.7,12,Browse BIN | ActiveCache | Active median P1,
336079140183,Jaylen Waddle 2022 Donruss Premium Press Proof Gold #123 MINT Miami Dolphins,2.35,2.99,2.35,2.35,10,Browse BIN | ActiveCache | Active median P1,
336079140184,Drew Lock 2022 Donruss Premium Press Proof Gold #34 Seattle Seahawks,1.79,1.79,1.79,1.79,7,Browse BIN | ActiveCache | Active median P1,
336079140185,Antonio Gates 2022 Donruss Premium Press Proof Gold #300 MINT LA Chargers,1.99,1.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
336079140186,Amari Cooper 2022 Donruss Premium Press Proof Gold #149 Cleveland Browns,1.6,1.84,1.6,1.6,8,Browse BIN | ActiveCache | Active median P1,
336079140187,Deshaun Watson 2022 Donruss Premium Press Proof Gold #180 Cleveland Browns,1.89,1.89,1.89,1.89,10,Browse BIN | ActiveCache | Active median P1,
336079140188,Jerry Tillery 2022 Donruss Premium Press Proof Gold #298 Los Angeles Chargers,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079140189,JuJu Smith-Schuster 2022 Donruss Premium Press Proof Gold#281 Kansas City Chiefs,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336079140190,Marquez Valdes-Scantling 2022 Donruss Premium Press Proof Gold #95 Chiefs,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140191,Saquon Barkley 2022 Donruss Premium Press Proof Gold #163 MINT New York Giants,2.8,3.49,2.99,2.99,8,Browse BIN | ActiveCache | Active median P1,
336079140192,Adam Thielen 2022 Donruss Premium Press Proof Gold #104 Minnesota Vikings,1.99,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140193,Clyde Edwards-Helaire 2022 Donruss Premium Press Proof Gold #276 Chiefs,1.85,1.99,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
336079140194,Khalil Mack 2022 Donruss Premium Press Proof Gold #82 Los Angeles Chargers,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140195,Najee Harris 2022 Donruss Premium Press Proof Gold #219 Pittsburgh Steelers,1.99,1.99,1.99,1.99,7,Browse BIN | ActiveCache | Active median P1,
336079140196,Dalvin Cook 2022 Donruss Premium Press Proof MINT Gold #107 Minnesota Vikings,1.99,1.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079140197,J.J. Watt 2022 Donruss Premium Press Proof Gold #8 Arizona Cardinals,1.6,1.99,1.75,1.75,11,Browse BIN | ActiveCache | Active median P1,
336079140198,Daniel Jones 2022 Donruss Premium Press Proof MINT Gold #162 New York Giants,1.65,1.99,1.75,1.75,8,Browse BIN | ActiveCache | Active median P1,
336079140199,DeVonta Smith 2022 Donruss Premium Press Proof MINT Gold#168 Philadelphia Eagles,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336079140200,Patrick Surtain II 2022 Donruss Premium Press Proof Gold#270 MINT Denver Broncos,2.0,2.0,2.0,2.0,1,Browse BIN | ActiveCache | Active median P1,
336079140201,Jerry Jeudy 2022 Donruss Premium Press Proof Gold #263 Denver Broncos,1.6,1.84,1.69,1.69,9,Browse BIN | ActiveCache | Active median P1,
236214895391,Jerry Rice 1995 Stadium Club #400 HOF MVP San Francisco 49ers,1.95,3.25,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
236214895392,Jerry Rice 1995 Stadium Club Metalists #M1 San Francisco 49ers,2.95,6.99,2.95,2.95,12,Browse BIN | ActiveCache | Active median P1,
236214895394,Jerry Rice 1998 Stadium Club #36 NM-MT OR BETTER San Francisco 49ers,3.5,3.59,3.5,3.5,4,Browse BIN | ActiveCache | Active median P1,
236214895396,Jerry Rice 1990 Topps 1000 Yard Club #1 San Francisco 49ers,1.9,3.99,1.99,1.99,10,Browse BIN | ActiveCache | Active median P1,
236214895397,Jerry Rice 1994 Stadium Club #101 San Francisco 49ers,1.7,2.345,1.75,1.75,9,Browse BIN | ActiveCache | Active median P1,
236214895398,Jerry Rice 1991 Stadium Club #71 NM-MT OR BETTER San Francisco 49ers,1.99,3.745,1.98,1.99,14,Browse BIN | ActiveCache | Active median P1,
236214895399,Jerry Rice 1991 Topps #81 San Francisco 49ers,2.35,3.25,2.34,2.35,8,Browse BIN | ActiveCache | Active median P1,
236214895401,Jerry Rice 1999 Topps Deep Threats Refractor #SB28 San Francisco 49ers,29.25,29.25,29.25,29.25,3,Browse BIN | ActiveCache | Active median P1,
236214895402,Jerry Rice 1998 Topps Chrome Prime Targets #27 San Francisco 49ers,1.99,15.0,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
236214895403,Jerry Rice 2000 Topps #310 San Francisco 49ers,1.99,2.24,1.995,1.99,2,Browse BIN | ActiveCache | Active median P1,
236214895404,Jerry Rice 1998 Topps Stars Bronze Star SN #75 #/8799 San Francisco 49ers,5.95,5.95,5.96,5.95,2,Browse BIN | ActiveCache | Active median P1,
236214895405,Jerry Rice 1998 Finest #151 NM-MT OR BETTER San Francisco 49ers,3.49,9.2,3.49,3.49,6,Browse BIN | ActiveCache | Active median P1,
236214895406,Jerry Rice 1988 Topps 1000 Yard Club #4 San Francisco 49ers,1.85,2.61,1.7,1.7,13,Browse BIN | ActiveCache | Active median P1,
236214895407,Jerry Rice 1999 Topps #269 San Francisco 49ers,1.75,2.62,1.89,1.89,9,Browse BIN | ActiveCache | Active median P1,
236214895408,Jerry Rice 1994 Stadium Club Red Zone #519 San Francisco 49ers,2.45,2.44,2.44,2.45,4,Browse BIN | ActiveCache | Active median P1,
336079318349,Jerry Rice 1988 Topps #43 NM-MT OR BETTER San Francisco 49ers,1.95,3.84,1.94,1.95,15,Browse BIN | ActiveCache | Active median P1,
336079318352,Jerry Rice 1996 Finest w/Coating #175 NM-MT OR BETTER San Francisco 49ers,69.95,59.99,69.97,69.95,2,Browse BIN | ActiveCache | Active median P1,
336079318353,Jerry Rice 1994 NFL Properties Back to School #NNO San Francisco 49ers,2.55,2.6,2.49,2.49,7,Browse BIN | ActiveCache | Active median P1,
336079318354,Jerry Rice 1994 Topps League Leader #116 San Francisco 49ers,2.4,2.4,2.4,2.4,3,Browse BIN | ActiveCache | Active median P1,
336079318355,Jerry Rice 1994 Stadium Club #500 NM-MT OR BETTER San Francisco 49ers,1.99,2.68,1.99,1.99,11,Browse BIN | ActiveCache | Active median P1,
336079318356,Jerry Rice 1995 Stadium Club MVPs Members Only #MVP1 San Francisco 49ers,3.99,3.98,3.98,3.99,4,Browse BIN | ActiveCache | Active median P1,
336079318357,Jerry Rice 1995 Stadium Club MVPs Members Only #MVP1 EX+ 49ers,3.99,3.98,3.98,3.99,4,Browse BIN | ActiveCache | Active median P1,
336079318358,Jerry Rice 1995 Topps Mystery Finest #NNO San Francisco 49ers,6.5,6.495,6.495,6.5,2,Browse BIN | ActiveCache | Active median P1,
336079318359,Jerry Rice 1996 Topps Laser #40 NM-MT OR BETTER San Francisco 49ers,3.65,4.62,3.75,3.75,4,Browse BIN | ActiveCache | Active median P1,
336079318361,Jerry Rice 1998 Topps Gold Label #45 NM-MT OR BETTER San Francisco 49ers,3.29,3.99,3.28,3.29,6,Browse BIN | ActiveCache | Active median P1,
336079318363,Steve Young / Jerry Rice 1995 Topps Air Raid #AR1 Refractor 49ers,8.65,8.635,8.635,8.65,2,Browse BIN | ActiveCache | Active median P1,
336079318364,Jerry Rice 2023 Topps Composite Midnight #346 San Francisco 49ers,2.05,3.99,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079318366,Jim Breech / Jerry Rice 1988 Topps Scoring Leaders #218,1.6,1.79,1.75,1.75,10,Browse BIN | ActiveCache | Active median P1,
336079318368,Jerry Rice 1994 Topps #320 NM-MT OR BETTER San Francisco 49ers,7.5,2.24,2.24,4.5,4,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236214895409,Jerry Rice 1993 Stadium Club Record Breaker #NNO San Francisco 49ers,2.37,5.0,2.99,2.75,4,Browse BIN | ActiveCache | Active median P1,Updated successfully (business policy warning only)
236214895410,Jerry Rice 1993 Topps Gold #500 NM-MT OR BETTER San Francisco 49ers,5.75,4.94,5.75,5.75,1,Browse BIN | ActiveCache | Active median P1,
236214895411,Jerry Rice 1999 Topps Chrome #50 NM-MT OR BETTER San Francisco 49ers,2.0,2.49,2.0,2.0,8,Browse BIN | ActiveCache | Active median P1,
236214895412,Jerry Rice 1992 Topps #665 San Francisco 49ers,1.99,2.29,1.99,1.99,8,Browse BIN | ActiveCache | Active median P1,
236214895415,Jerry Rice 2002 Topps Topps Collection #231 Oakland Raiders,2.25,5.99,2.25,2.25,2,Browse BIN | ActiveCache | Active median P1,
336079318369,Jerry Rice 1991 Topps 1990 Receiving Leaders LL #10,2.25,2.25,1.99,1.99,12,Browse BIN | Browse BIN (Tier3) | Active median P1,Updated successfully (business policy warning only)
336079318370,Jerry Rice 1997 Stadium Club #35 NM-MT OR BETTER San Francisco 49ers,2.1,1.995,1.99,1.99,9,Browse BIN | ActiveCache | Active median P1,
336079318372,Jerry Rice 1991 Topps #6 San Francisco 49ers,1.75,2.95,1.69,1.69,11,Browse BIN | ActiveCache | Active median P1,
336079318376,Jerry Rice 1999 Stadium Club #140 San Francisco 49ers,1.95,100.6,2.09,2.09,7,Browse BIN | ActiveCache | Active median P1,
336079318379,Jerry Rice 1991 Topps 1000 Yard Club #1 San Francisco 49ers,1.85,2.75,1.68,1.69,15,Browse BIN | ActiveCache | Active median P1,
236217935212,Jerry Rice 1996 Score 2nd Effort #253 NM-MT OR BETTER San Francisco 49ers,1.8,2.54,1.69,1.69,11,Browse BIN | ActiveCache | Active median P1,
336081617280,Jerry Rice 1994 Playoff Playoff Club #PC-8 San Francisco 49ers,2.49,5.28,2.49,2.49,13,Browse BIN | ActiveCache | Active median P1,
336081617282,Jerry Rice 1995 Score Red Siege #237 NM-MT OR BETTER San Francisco 49ers,3.75,3.74,3.74,3.75,1,Browse BIN | ActiveCache | Active median P1,
236217935214,Jerry Rice 2000 Playoff Contenders #75 NM-MT OR BETTER San Francisco 49ers,2.25,2.245,2.245,2.25,2,Browse BIN | ActiveCache | Active median P1,
236217935215,Jerry Rice 1993 Playoff #288 NM-MT OR BETTER San Francisco 49ers,1.9,2.99,1.99,1.99,11,Browse BIN | ActiveCache | Active median P1,
236217935217,Jerry Rice 1995 Score #3 NM-MT OR BETTER San Francisco 49ers,1.95,3.995,1.98,1.99,8,Browse BIN | ActiveCache | Active median P1,
236217935218,Jerry Rice 1999 Score Scoring Core #3 NM-MT OR BETTER San Francisco 49ers,2.99,3.135,2.99,2.99,4,Browse BIN | ActiveCache | Active median P1,
236217935219,Jerry Rice 1989 Score #221 NM-MT OR BETTER San Francisco 49ers,1.99,1.99,1.99,1.99,13,Browse BIN | ActiveCache | Active median P1,
236217935223,Jerry Rice 1995 Score #211 NM-MT OR BETTER San Francisco 49ers,2.1,2.24,1.98,1.99,14,Browse BIN | ActiveCache | Active median P1,
